Timestamp (UTC)	Timestamp (ms)	Comp1 time	Latitude	Longitude	Altitude
2016-11-09 19:33:49.101	1478720029101	19:33:49.000	35.76471	-120.768814	218.4354
2016-11-09 19:33:50.095	1478720030095	19:33:50.000	35.764706	-120.7688	218.44012
2016-11-09 19:33:51.104	1478720031104	19:33:51.000	35.764698	-120.768776	218.44269
2016-11-09 19:33:52.085	1478720032085	19:33:52.000	35.764694	-120.76876	218.44011
2016-11-09 19:33:53.07	1478720033070	19:33:53.000	35.76469	-120.768745	218.43515
2016-11-09 19:33:54.113	1478720034113	19:33:54.000	35.764683	-120.76873	218.42107
2016-11-09 19:33:55.107	1478720035107	19:33:55.000	35.764675	-120.76871	218.40332
2016-11-09 19:33:56.094	1478720036094	19:33:56.000	35.764675	-120.7687	218.38405
2016-11-09 19:33:57.069	1478720037069	19:33:57.000	35.76467	-120.768684	218.36163
2016-11-09 19:33:58.069	1478720038069	19:33:58.000	35.764664	-120.76867	218.33951
2016-11-09 19:33:59.074	1478720039074	19:33:59.000	35.764656	-120.768654	218.3163
2016-11-09 19:34:00.067	1478720040067	19:34:00.000	35.764652	-120.76864	218.2888
2016-11-09 19:34:01.094	1478720041094	19:34:01.000	35.764645	-120.768616	218.25964
2016-11-09 19:34:02.078	1478720042078	19:34:02.000	35.764637	-120.7686	218.23285
2016-11-09 19:34:03.089	1478720043089	19:34:03.000	35.764633	-120.76858	218.20345
2016-11-09 19:34:04.094	1478720044094	19:34:04.000	35.76463	-120.76856	218.17198
2016-11-09 19:34:05.09	1478720045090	19:34:05.000	35.76462	-120.768555	218.15105
2016-11-09 19:34:06.085	1478720046085	19:34:06.000	35.76461	-120.76853	218.12859
2016-11-09 19:34:07.11	1478720047110	19:34:07.000	35.764603	-120.76852	218.10263
2016-11-09 19:34:08.082	1478720048082	19:34:08.000	35.76459	-120.7685	218.07541
2016-11-09 19:34:09.083	1478720049083	19:34:09.000	35.76458	-120.76849	218.0486
2016-11-09 19:34:10.085	1478720050085	19:34:10.000	35.76457	-120.768486	218.02588
2016-11-09 19:34:11.077	1478720051077	19:34:11.000	35.764553	-120.768486	218.00436
2016-11-09 19:34:12.084	1478720052084	19:34:12.000	35.76454	-120.768486	217.98055
2016-11-09 19:34:13.095	1478720053095	19:34:13.000	35.76453	-120.76849	217.95053
2016-11-09 19:34:14.075	1478720054075	19:34:14.000	35.76452	-120.7685	217.9093
2016-11-09 19:34:15.087	1478720055087	19:34:15.000	35.764507	-120.76851	217.87038
2016-11-09 19:34:16.093	1478720056093	19:34:16.000	35.764492	-120.768524	217.83263
2016-11-09 19:34:17.075	1478720057075	19:34:17.000	35.76448	-120.76853	217.79434
2016-11-09 19:34:18.074	1478720058074	19:34:18.000	35.764473	-120.76855	217.75656
2016-11-09 19:34:19.086	1478720059086	19:34:19.000	35.76446	-120.768555	217.71721
2016-11-09 19:34:20.08	1478720060080	19:34:20.000	35.764454	-120.76857	217.67854
2016-11-09 19:34:21.076	1478720061076	19:34:21.000	35.764446	-120.768585	217.6402
2016-11-09 19:34:22.079	1478720062079	19:34:22.000	35.764442	-120.76861	217.6035
2016-11-09 19:34:23.064	1478720063064	19:34:23.000	35.76444	-120.76863	217.56721
2016-11-09 19:34:24.067	1478720064067	19:34:24.000	35.764435	-120.76865	217.53177
2016-11-09 19:34:25.072	1478720065072	19:34:25.000	35.76444	-120.76867	217.4923
2016-11-09 19:34:26.067	1478720066067	19:34:26.000	35.76444	-120.768684	217.45294
2016-11-09 19:34:27.063	1478720067063	19:34:27.000	35.764446	-120.7687	217.41411
